seed,stimulus,P026,P088,P4026A,P902,P022A,P067,P089,P097,P098,P106,P027,P060,P064,P301,UEQ_1,UEQ_2,UEQ_3,UEQ_4,UEQ_5,UEQ_6,UEQ_7,UEQ_8,SUS_1,SUS_2,SUS_3,SUS_4,SUS_5,SUS_6,SUS_7,SUS_8,SUS_9,SUS_10
413982115,JMP,7,7,6,2,6,7,7,7,7,6,7,7,6,7,7,7,7,7,6,6,7,4,5,1,4,1,5,1,5,1,5,2
223782274,Data Studio,2,4,2,2,6,7,7,5,7,6,6,6,7,7,7,4,5,2,4,7,7,7,5,3,5,4,4,4,2,2,3,4
1221470694,Data Studio,7,6,6,2,7,6,7,7,6,6,6,7,6,7,7,5,7,5,6,6,7,6,4,5,4,5,4,5,4,5,4,5
807734364,Data Studio,6,6,7,2,6,6,6,7,6,6,7,7,6,7,7,6,7,6,7,7,7,7,5,2,4,1,5,1,5,2,5,2
758217336,Tableau,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,7,5,5,1,5,2,4,4,5,1,5,2
1369459962,Tableau,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,5,5,5,5,5,5,5,1
1381115273,Data Studio,6,6,6,2,6,5,6,6,6,6,6,6,5,6,6,6,6,6,5,5,4,4,4,2,4,2,4,2,4,2,4,2
894223614,Data Studio,6,5,5,2,6,5,6,5,6,6,6,6,7,6,6,5,6,5,6,6,6,5,4,2,4,2,4,2,4,1,4,2
189117829,Data Studio,6,6,6,2,6,7,7,7,7,7,7,7,7,7,7,6,7,6,4,5,5,5,5,1,5,1,5,1,3,1,5,2
2091313258,Data Studio,6,6,5,2,6,6,7,7,6,6,7,6,5,7,6,6,7,7,7,7,6,6,5,1,4,2,4,1,4,1,4,2
774539036,Data Studio,6,6,5,2,6,5,6,6,6,5,6,6,5,6,6,6,6,6,5,6,5,6,5,2,4,5,5,5,5,5,5,5
988229469,Data Studio,6,6,6,2,6,6,7,7,7,7,7,6,7,7,6,6,7,6,6,6,6,6,4,2,4,3,4,2,4,3,3,2
1554223344,Data Studio,6,6,7,2,7,6,5,6,6,5,6,7,6,6,7,7,6,5,7,6,6,5,5,4,4,3,3,4,4,2,4,3
1374763889,Data Studio,6,6,5,2,6,5,6,6,6,7,6,5,5,7,6,5,6,6,4,5,5,5,5,2,4,1,4,1,5,1,4,2
1935445942,Data Studio,7,7,6,2,7,6,7,7,6,7,7,6,7,6,6,6,5,6,6,7,6,6,5,1,4,1,5,1,4,1,5,1
289379089,Data Studio,5,6,6,2,5,5,5,6,6,7,6,5,5,6,6,5,5,5,6,6,7,6,4,1,3,3,4,1,3,2,4,2
238109360,Data Studio,6,6,6,2,6,5,7,5,6,6,6,6,6,7,6,6,5,6,6,5,6,5,4,1,3,1,4,1,4,1,4,1
3864603,Data Studio,5,6,6,2,6,5,5,5,5,6,7,6,4,5,5,6,6,6,6,6,5,6,3,2,4,2,4,2,4,2,4,2
1498811728,Data Studio,6,6,6,2,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,5,4,4,5,2,5,1,4,2,4,1,5,2
1890557399,Data Studio,7,7,7,2,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,6,4,2,5,1,4,4,5,2,5,1
211902995,Data Studio,6,6,4,2,5,4,5,4,6,6,7,4,5,6,6,7,5,6,4,4,3,2,3,2,4,2,3,1,5,2,3,2
1883578984,Data Studio,6,7,7,2,6,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,5,1,4,4,5,1,4,3,5,5
1040020478,Data Studio,1,2,2,2,5,4,2,6,7,7,7,3,5,7,6,2,7,1,3,4,1,1,5,5,2,5,3,1,2,3,3,5
1547367062,Data Studio,6,6,5,2,6,6,6,6,7,7,6,6,5,6,6,6,6,6,5,5,5,5,4,2,4,4,5,2,4,1,4,2
1122159794,Data Studio,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,4,6,5,6,5,6,5,4,2,4,4,4,2,4,2,4,4
318340710,Data Studio,6,6,6,2,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,4,1,4,1,4,1,4,1,4,1
36508745,Data Studio,7,6,6,2,6,6,6,6,7,5,6,6,6,7,4,3,5,3,6,5,3,5,4,3,4,4,4,4,3,4,4,4
1203480258,Data Studio,6,6,6,2,6,5,7,5,7,6,7,7,5,7,4,6,5,6,4,5,4,4,4,1,5,1,4,2,3,2,4,2
791843556,Data Studio,5,5,4,2,6,5,6,5,5,6,5,5,4,6,6,5,5,6,4,4,3,3,4,2,4,2,4,2,4,2,4,2
2137288286,JMP,6,5,7,2,6,6,5,6,6,7,6,7,6,7,3,2,7,3,5,7,2,6,4,2,2,3,4,1,3,2,3,4
1227942323,JMP,5,5,5,2,5,5,5,5,5,5,5,5,5,5,7,7,7,7,6,6,4,4,4,2,4,2,4,2,4,2,4,2
